emp_no,first_name,last_name,birth_date,from_date,to_date,title,dept_no,dept_name
256314,Gianluca,Gadepally,8/6/1964,5/11/1998,1/1/9999,Engineer,d004,Production
256332,Sanjit,Peris,7/29/1964,8/31/1998,1/1/9999,Staff,d009,Customer Service
256343,Naftaly,Vidya,5/15/1964,3/8/1989,1/1/9999,Engineer,d005,Development
256354,Ebbe,Michaels,12/26/1964,2/17/1993,1/1/9999,Senior Engineer,d004,Production
256366,Maya,Perly,8/6/1964,10/9/1994,1/1/9999,Senior Staff,d007,Sales
256371,Branimir,Klerer,11/17/1964,9/30/1995,1/1/9999,Engineer,d005,Development
256435,Boaz,Chimia,4/10/1964,12/4/1995,1/1/9999,Staff,d007,Sales
256438,Mountaz,Krone,7/23/1964,9/17/1993,1/1/9999,Senior Staff,d001,Marketing
256450,Owen,Quittner,6/7/1964,11/17/1990,1/1/9999,Senior Staff,d002,Finance
256475,Richard,Ghemri,10/9/1964,6/12/1998,1/1/9999,Engineer,d005,Development
256476,Gaurav,Busillo,6/23/1964,7/19/1999,1/1/9999,Staff,d007,Sales
256483,Pradeep,Oppitz,5/18/1964,1/27/1998,1/1/9999,Engineer,d006,Quality Management
256509,Kagan,Zyda,12/22/1964,8/15/1990,1/1/9999,Assistant Engineer,d005,Development
256513,Marke,Matzov,11/6/1964,6/1/1987,1/1/9999,Senior Engineer,d004,Production
256533,Aria,Condotta,5/3/1964,1/8/1997,1/1/9999,Senior Staff,d007,Sales
256553,Adly,Delgrossi,10/30/1964,1/17/1987,1/1/9999,Engineer,d005,Development
256569,Ulises,Hemaspaandra,7/3/1964,8/5/1988,1/1/9999,Senior Engineer,d004,Production
256601,Manu,Trachtenberg,4/13/1964,4/12/1998,1/1/9999,Engineer,d006,Quality Management
256603,Deborah,Cronau,10/7/1964,10/2/1987,1/1/9999,Senior Staff,d001,Marketing
256609,Florina,Businaro,7/2/1964,4/9/1994,1/1/9999,Senior Staff,d007,Sales
256646,Denis,Bratten,12/16/1964,9/29/1990,1/1/9999,Senior Staff,d007,Sales
256673,Mats,Gimarc,12/6/1964,8/21/1991,1/1/9999,Engineer,d005,Development
256675,Muneo,Soicher,9/14/1964,2/6/2001,1/1/9999,Assistant Engineer,d006,Quality Management
256690,Adas,Marrakchi,3/9/1964,6/19/1985,1/1/9999,Engineer,d006,Quality Management
256706,Kristine,Bahl,7/31/1964,11/1/1999,1/1/9999,Engineer,d009,Customer Service
256716,Khaled,Yoshimura,11/2/1964,3/16/2001,1/1/9999,Engineer,d008,Research
256735,Luerbio,Teitelbaum,3/16/1964,6/18/1989,1/1/9999,Senior Staff,d007,Sales
256745,Badri,Sifakis,4/25/1964,12/22/1985,1/1/9999,Engineer,d005,Development
256748,Nimmagadda,Cunliffe,4/3/1964,1/28/1998,1/1/9999,Engineer,d004,Production
256794,Leaf,Stanger,7/19/1964,8/14/1986,1/1/9999,Engineer,d006,Quality Management
256810,Haldun,Prampolini,4/18/1964,7/24/1997,1/1/9999,Engineer,d006,Quality Management
256813,Manibrata,Nannarelli,6/26/1964,10/2/1994,1/1/9999,Engineer,d005,Development
256869,Kristin,Solares,6/5/1964,5/1/1993,1/1/9999,Engineer,d004,Production
256884,Ingmar,Marquardt,12/6/1964,11/29/2000,1/1/9999,Senior Engineer,d006,Quality Management
256885,Hyuncheol,Brendel,5/11/1964,10/10/1986,1/1/9999,Engineer,d005,Development
256886,Magdalena,Schaft,12/1/1964,3/12/1997,1/1/9999,Senior Staff,d008,Research
256891,Sibyl,Lyonns,6/3/1964,7/30/1998,1/1/9999,Staff,d009,Customer Service
256899,Rosita,Verspoor,2/11/1964,12/12/1988,1/1/9999,Senior Staff,d001,Marketing
256900,Gretta,Rullman,10/5/1964,10/17/1992,1/1/9999,Engineer,d004,Production
256925,Kellyn,Kroll,2/20/1964,5/26/1995,1/1/9999,Engineer,d006,Quality Management
256967,Byong,Seiwald,11/16/1964,8/23/1999,1/1/9999,Engineer,d006,Quality Management
256982,Lijie,Baez,1/10/1964,6/18/1988,1/1/9999,Senior Staff,d007,Sales
256988,Ronghao,Sidou,11/23/1964,3/22/1993,1/1/9999,Engineer,d005,Development
257023,Premal,Zirintsis,1/12/1964,12/11/1995,1/1/9999,Engineer,d005,Development
257024,Kwee,Parhami,3/19/1964,2/25/1995,1/1/9999,Senior Staff,d007,Sales
257035,Nikolaos,Laventhal,7/7/1964,3/4/1985,1/1/9999,Senior Staff,d007,Sales
257055,Herb,Katzenelson,2/28/1964,2/13/1996,1/1/9999,Engineer,d004,Production
257065,Subhash,Merey,3/15/1964,1/12/1990,1/1/9999,Senior Staff,d007,Sales
257087,Odysseas,Waeselynck,6/14/1964,6/25/2001,1/1/9999,Technique Leader,d008,Research
257088,Youjian,Verhoeff,3/21/1964,1/17/1991,1/1/9999,Engineer,d004,Production
257094,Avishai,DuCasse,5/26/1964,5/30/1998,1/1/9999,Staff,d009,Customer Service
257105,Licheng,Kolvik,2/9/1964,11/10/1991,1/1/9999,Engineer,d004,Production
257108,Khoa,Streng,7/6/1964,10/14/1999,1/1/9999,Staff,d007,Sales
257143,Hsiangchu,Kropp,11/16/1964,6/27/1991,1/1/9999,Senior Staff,d007,Sales
257150,Gaetan,Pappas,6/13/1964,6/17/1985,1/1/9999,Engineer,d004,Production
257155,Alenka,Boudaillier,6/15/1964,3/1/1992,1/1/9999,Senior Staff,d009,Customer Service
257171,Ortrud,Rande,9/26/1964,2/3/1986,1/1/9999,Senior Staff,d008,Research
257198,Szabolcs,Falco,11/13/1964,3/9/1998,1/1/9999,Staff,d008,Research
257199,Weijing,Barvinok,9/8/1964,2/29/1996,1/1/9999,Engineer,d005,Development
257208,Lucien,Kermarrec,12/2/1964,5/16/1988,1/1/9999,Senior Staff,d002,Finance
257215,Shir,Schauser,10/4/1964,6/4/1987,1/1/9999,Technique Leader,d004,Production
257224,Vivian,Schapiro,7/2/1964,7/5/1997,1/1/9999,Engineer,d009,Customer Service
257233,Kazuhiko,Thombley,4/25/1964,8/1/2000,1/1/9999,Engineer,d004,Production
257243,Ranan,Keustermans,7/6/1964,5/11/1996,1/1/9999,Senior Engineer,d004,Production
257246,Chaitali,Brobst,12/18/1964,11/18/1985,1/1/9999,Senior Staff,d003,Human Resources
257248,Djelloul,Danley,8/29/1964,10/31/1996,1/1/9999,Senior Staff,d003,Human Resources
257252,Jayesh,Dymetman,6/18/1964,9/8/1987,1/1/9999,Engineer,d004,Production
257256,Remko,Passafiume,12/5/1964,8/10/1993,1/1/9999,Engineer,d004,Production
257265,Yuqun,Coombs,12/1/1964,4/7/1990,1/1/9999,Senior Staff,d009,Customer Service
257279,Gao,Fetvedt,1/13/1964,9/24/1986,1/1/9999,Engineer,d005,Development
257303,Filipe,Kawashimo,9/28/1964,3/6/1994,1/1/9999,Staff,d007,Sales
257330,Tuval,Desikan,7/11/1964,10/6/2000,1/1/9999,Engineer,d004,Production
257374,Sanjit,Fortenbacher,3/8/1964,12/30/1989,1/1/9999,Senior Engineer,d004,Production
257391,Gopalakrishnan,Chaudhuri,12/25/1964,5/7/1997,1/1/9999,Senior Engineer,d005,Development
257392,Miyeon,Thorensen,5/21/1964,8/6/1998,1/1/9999,Senior Engineer,d004,Production
257453,Udi,Erez,7/5/1964,12/5/1986,1/1/9999,Senior Staff,d001,Marketing
257463,Chaoyi,Perng,3/17/1964,6/4/1988,1/1/9999,Engineer,d005,Development
257470,Dines,Auria,1/29/1964,4/21/1988,1/1/9999,Senior Staff,d007,Sales
257479,Genevieve,Vanwelkenhuysen,4/25/1964,5/25/1997,1/1/9999,Senior Staff,d009,Customer Service
257502,Zhaofang,Hofman,3/21/1964,12/27/1997,1/1/9999,Staff,d002,Finance
257518,Srinidhi,Compeau,4/27/1964,6/19/1999,1/1/9999,Engineer,d004,Production
257521,Moie,Michaeli,9/15/1964,3/10/1986,1/1/9999,Senior Staff,d007,Sales
257524,Masadi,Plessier,8/14/1964,4/15/1999,1/1/9999,Senior Staff,d008,Research
257547,Constantine,Naudin,12/18/1964,7/26/1985,1/1/9999,Engineer,d004,Production
257581,Byong,Serra,5/31/1964,11/18/1992,1/1/9999,Engineer,d004,Production
257592,Brendon,Hoppenstand,10/3/1964,12/11/1988,1/1/9999,Engineer,d005,Development
257619,Hideo,Brattka,1/6/1964,12/12/1987,1/1/9999,Senior Staff,d009,Customer Service
257626,Toshimi,Azulay,5/24/1964,3/24/1989,1/1/9999,Engineer,d006,Quality Management
257632,Quingbo,Wynblatt,4/28/1964,5/27/2002,1/1/9999,Senior Staff,d005,Development
257657,Mohammed,Baer,4/16/1964,11/28/1999,1/1/9999,Engineer,d005,Development
257673,Yunming,Porenta,7/23/1964,8/15/1995,1/1/9999,Senior Engineer,d005,Development
257689,Toshiki,Kalorkoti,12/7/1964,8/15/1995,1/1/9999,Staff,d007,Sales
257690,Fumiya,Capobianchi,1/6/1964,1/21/1987,1/1/9999,Engineer,d004,Production
257692,Nigel,Paludetto,5/31/1964,3/12/1992,1/1/9999,Senior Staff,d009,Customer Service
257693,Alper,Suppi,2/11/1964,8/4/1999,1/1/9999,Engineer,d004,Production
257694,Uri,Andreotta,5/23/1964,2/25/1997,1/1/9999,Senior Engineer,d004,Production
257696,Kazunori,Strooper,7/17/1964,10/25/1996,1/1/9999,Senior Staff,d007,Sales
257706,Shimshon,Chvatal,3/5/1964,4/7/1989,1/1/9999,Senior Staff,d008,Research
257715,Lein,Lamma,9/8/1964,1/1/1997,1/1/9999,Staff,d007,Sales
257728,Dannz,Prochazka,11/24/1964,9/17/1995,1/1/9999,Technique Leader,d005,Development
257774,Barry,Garnick,7/2/1964,1/30/2000,1/1/9999,Assistant Engineer,d005,Development
257789,Kwun,Solares,12/6/1964,6/23/1999,1/1/9999,Engineer,d004,Production
257805,Huiqun,Pintelas,7/2/1964,8/25/1994,1/1/9999,Staff,d001,Marketing
257815,Ekawit,Yurek,3/31/1964,4/27/1987,1/1/9999,Senior Engineer,d005,Development
257820,Adel,Baja,10/18/1964,10/15/1995,1/1/9999,Staff,d009,Customer Service
257823,Bouchung,Gewali,1/2/1964,1/24/2002,1/1/9999,Senior Staff,d009,Customer Service
257826,Doohun,Gonthier,3/31/1964,5/10/1995,1/1/9999,Senior Staff,d003,Human Resources
257830,Martial,Ranft,2/7/1964,3/31/1990,1/1/9999,Senior Staff,d008,Research
257837,Mari,Lampe,8/10/1964,5/21/1988,1/1/9999,Senior Engineer,d004,Production
257862,Xiahua,Saoudi,10/19/1964,11/24/1985,1/1/9999,Technique Leader,d005,Development
257878,Khatoun,Alpin,7/3/1964,8/24/1994,1/1/9999,Staff,d008,Research
257901,Suvo,Lorin,12/25/1964,4/20/1996,1/1/9999,Senior Staff,d001,Marketing
257903,Sangeeta,Siksek,6/5/1964,10/30/1995,1/1/9999,Senior Staff,d003,Human Resources
257909,Naftali,Miake,10/20/1964,3/5/1994,1/1/9999,Senior Staff,d008,Research
257923,Edwin,Benveniste,6/21/1964,12/16/1990,1/1/9999,Engineer,d004,Production
257951,Bodo,Lores,5/7/1964,6/23/1997,1/1/9999,Senior Staff,d008,Research
258024,Mark,Strooper,5/28/1964,1/26/1986,1/1/9999,Senior Staff,d009,Customer Service
258055,Subhash,Steinauer,7/7/1964,4/30/1986,1/1/9999,Engineer,d005,Development
258066,Almudena,Merks,1/29/1964,4/16/1992,1/1/9999,Senior Engineer,d005,Development
258067,Shridhar,Mahnke,5/3/1964,6/13/1995,1/1/9999,Assistant Engineer,d004,Production
258074,Huican,Suppi,12/22/1964,2/15/1988,1/1/9999,Technique Leader,d005,Development
258087,Zita,Marrevee,8/14/1964,2/13/2002,1/1/9999,Senior Staff,d003,Human Resources
258116,Monique,Roccetti,5/22/1964,6/27/1994,1/1/9999,Senior Staff,d002,Finance
258162,Kiyokazu,Angelov,6/4/1964,10/12/1997,1/1/9999,Engineer,d004,Production
258165,Remko,Thibadeau,4/7/1964,7/3/1995,1/1/9999,Senior Staff,d009,Customer Service
258172,Gully,Nitsche,12/9/1964,10/23/1997,1/1/9999,Staff,d003,Human Resources
258174,Weijing,Srimani,11/6/1964,4/29/1992,1/1/9999,Senior Staff,d009,Customer Service
258229,Heeju,Herath,10/11/1964,7/12/2002,1/1/9999,Engineer,d009,Customer Service
258236,Luerbio,Brodal,1/31/1964,4/30/1998,1/1/9999,Engineer,d005,Development
258246,DAIDA,Alpay,9/13/1964,8/9/1992,1/1/9999,Engineer,d004,Production
258253,Zhongwei,Bernatsky,11/28/1964,2/23/1986,1/1/9999,Senior Staff,d009,Customer Service
258278,Amstein,Zuberek,4/22/1964,4/16/1994,1/1/9999,Senior Staff,d007,Sales
258281,Heon,Spataro,10/17/1964,4/5/1986,1/1/9999,Senior Staff,d009,Customer Service
258331,Chuanti,Neiman,1/23/1964,10/4/1997,1/1/9999,Staff,d007,Sales
258332,Hugo,Vernadat,2/12/1964,3/31/1997,1/1/9999,Staff,d008,Research
258348,Alair,Haldar,5/10/1964,4/30/1997,1/1/9999,Assistant Engineer,d004,Production
258356,Mikhail,Porotnikoff,6/19/1964,2/16/1998,1/1/9999,Staff,d007,Sales
258374,Mrinalini,Verspoor,12/31/1964,7/7/1991,1/1/9999,Engineer,d004,Production
258383,Yongqiao,Hertweck,6/21/1964,6/17/1991,1/1/9999,Senior Staff,d001,Marketing
258404,Mingsen,Limongiello,6/4/1964,8/2/1997,1/1/9999,Engineer,d005,Development
258442,Demos,Cichocki,10/23/1964,8/30/1986,1/1/9999,Senior Engineer,d005,Development
258452,Lorien,Peot,1/16/1964,9/1/1996,1/1/9999,Senior Staff,d008,Research
258468,Danai,Demir,2/9/1964,2/21/1987,1/1/9999,Engineer,d005,Development
258492,Sanjit,Hambrick,12/17/1964,7/20/1993,1/1/9999,Senior Engineer,d006,Quality Management
258511,Sven,Karnin,11/17/1964,2/9/1992,1/1/9999,Senior Staff,d007,Sales
258528,Venkatesan,Sherertz,1/2/1964,6/18/1988,1/1/9999,Senior Staff,d009,Customer Service
258556,Hidekazu,Trystram,2/13/1964,12/27/1990,1/1/9999,Engineer,d005,Development
258590,Mariusz,Warwick,4/26/1964,4/23/1985,1/1/9999,Engineer,d004,Production
258601,Genta,Wilharm,7/15/1964,5/21/1999,1/1/9999,Technique Leader,d004,Production
258677,Shiv,Chaudhuri,4/30/1964,3/17/1986,1/1/9999,Engineer,d005,Development
258679,Mizuhito,Gniady,4/27/1964,1/7/1991,1/1/9999,Senior Staff,d009,Customer Service
258684,Yonghoan,Miyakawa,6/2/1964,11/24/1992,1/1/9999,Senior Staff,d009,Customer Service
258686,Tetsushi,Eickenmeyer,4/8/1964,8/23/1998,1/1/9999,Assistant Engineer,d006,Quality Management
258687,Conal,Collette,7/10/1964,1/18/1994,1/1/9999,Engineer,d008,Research
258704,Nigel,Kuhnemann,10/21/1964,12/27/1996,1/1/9999,Staff,d001,Marketing
258709,Tristan,Murtafg,10/31/1964,12/26/1992,1/1/9999,Senior Staff,d007,Sales
258726,Adin,Tsunoo,4/19/1964,5/22/1995,1/1/9999,Senior Staff,d004,Production
258820,Rayond,Hmelo,3/28/1964,12/15/1990,1/1/9999,Senior Staff,d008,Research
258839,Matk,Danecki,7/8/1964,2/25/1987,1/1/9999,Engineer,d005,Development
258844,Mokhtar,Alpay,5/5/1964,9/8/1997,1/1/9999,Senior Engineer,d005,Development
258860,Felicidad,Barvinok,3/2/1964,12/4/1997,1/1/9999,Engineer,d004,Production
258864,Susanta,Avouris,9/22/1964,7/16/1986,1/1/9999,Senior Staff,d008,Research
258909,Leon,Kobara,6/12/1964,7/31/1985,1/1/9999,Senior Staff,d007,Sales
258918,Dannz,Perin,7/13/1964,10/3/1993,1/1/9999,Senior Staff,d001,Marketing
258945,Van,Tischendorf,6/30/1964,11/17/1993,1/1/9999,Staff,d009,Customer Service
258948,Arnd,Christianini,4/25/1964,10/16/1995,1/1/9999,Engineer,d005,Development
259011,Frazer,Shumilov,6/27/1964,3/14/1990,1/1/9999,Senior Staff,d003,Human Resources
259012,Lidong,Trelles,5/21/1964,8/4/1997,1/1/9999,Engineer,d004,Production
259035,Mana,Baaz,2/27/1964,3/28/1991,1/1/9999,Senior Staff,d008,Research
259045,Sorina,Chaudhuri,9/9/1964,7/14/1988,1/1/9999,Senior Staff,d007,Sales
259056,Kazuhira,Rattan,11/6/1964,7/29/1994,1/1/9999,Engineer,d004,Production
259061,Aruna,Gopalakrishnan,2/4/1964,1/25/1989,1/1/9999,Assistant Engineer,d005,Development
259078,Tsuneo,Swen,7/6/1964,3/18/1985,1/1/9999,Senior Staff,d007,Sales
259086,Masaru,Sidou,8/25/1964,5/15/1989,1/1/9999,Senior Staff,d007,Sales
259090,Shaowei,Halevi,12/2/1964,2/7/1997,1/1/9999,Engineer,d004,Production
259092,Valdiodio,Ranze,1/14/1964,7/26/1995,1/1/9999,Engineer,d005,Development
259099,Parto,Pluym,8/7/1964,2/5/1992,1/1/9999,Senior Staff,d007,Sales
259148,Qunsheng,Whitcomb,10/26/1964,6/19/1996,1/1/9999,Senior Staff,d008,Research
259201,Boalin,Remmele,7/16/1964,4/2/1989,1/1/9999,Senior Staff,d001,Marketing
259218,Narain,Rettelbach,1/3/1964,5/3/2001,1/1/9999,Senior Staff,d004,Production
259221,Siamak,Gils,5/8/1964,1/7/1993,1/1/9999,Engineer,d005,Development
259228,Sastry,Mikschl,7/26/1964,4/13/1991,1/1/9999,Senior Staff,d007,Sales
259274,Cordelia,Speer,8/15/1964,10/24/1996,1/1/9999,Senior Staff,d003,Human Resources
259282,Aran,Fordan,5/5/1964,4/27/1990,1/1/9999,Engineer,d004,Production
259284,Mori,Shumilov,1/13/1964,9/18/1985,1/1/9999,Engineer,d006,Quality Management
259287,Ziyad,Boudaillier,11/24/1964,11/13/1989,1/1/9999,Engineer,d004,Production
259290,Randi,Cochrane,8/3/1964,8/22/1990,1/1/9999,Engineer,d005,Development
259305,Aron,Melichar,11/20/1964,11/15/1991,1/1/9999,Senior Staff,d007,Sales
259321,Arlette,Kusakari,11/4/1964,11/8/1998,1/1/9999,Senior Staff,d008,Research
259340,Dung,Bahr,2/26/1964,9/12/1985,1/1/9999,Senior Engineer,d004,Production
259357,Bernardo,Kaelbling,1/5/1964,8/1/1991,1/1/9999,Engineer,d005,Development
259395,Ingemar,Burnard,4/7/1964,10/13/1998,1/1/9999,Engineer,d005,Development
259417,Boutros,Nyrup,2/27/1964,11/30/1991,1/1/9999,Technique Leader,d005,Development
259418,Yannik,Morrey,2/18/1964,1/20/1991,1/1/9999,Engineer,d004,Production
259511,Patricia,Keirsey,12/28/1964,8/31/1995,1/1/9999,Engineer,d005,Development
259534,Navid,Rattan,12/11/1964,1/1/1988,1/1/9999,Senior Staff,d008,Research
259539,Steve,Isaac,12/30/1964,6/9/1992,1/1/9999,Senior Staff,d007,Sales
259546,Barun,Luce,3/16/1964,11/22/1997,1/1/9999,Engineer,d005,Development
259561,Weidon,Chenoweth,9/17/1964,8/28/1990,1/1/9999,Senior Staff,d008,Research
259570,Kotesh,Vieri,12/1/1964,11/19/1990,1/1/9999,Senior Staff,d002,Finance
259582,Yuichiro,Bugrara,3/21/1964,9/17/1996,1/1/9999,Staff,d007,Sales
259589,Oddvar,Pelc,12/13/1964,3/23/1985,1/1/9999,Senior Staff,d007,Sales
259591,Oddvar,Shinomoto,10/1/1964,11/24/1987,1/1/9999,Senior Staff,d008,Research
259600,Saddek,Marrevee,8/17/1964,1/25/1988,1/1/9999,Senior Staff,d007,Sales
259604,Rafael,Renear,1/23/1964,12/24/1993,1/1/9999,Engineer,d005,Development
259618,Sibyl,Pelz,11/29/1964,2/16/1992,1/1/9999,Senior Staff,d007,Sales
259626,Weiyi,Ossenbruggen,12/1/1964,7/10/1995,1/1/9999,Senior Staff,d007,Sales
259643,Gennadi,Rande,5/24/1964,8/6/1991,1/1/9999,Senior Engineer,d004,Production
259645,Heeju,Feinberg,11/26/1964,3/21/1993,1/1/9999,Senior Staff,d007,Sales
259646,Toshimo,Milicia,1/24/1964,10/9/1998,1/1/9999,Engineer,d009,Customer Service
259705,Marie,Khalid,3/25/1964,9/10/1994,1/1/9999,Engineer,d005,Development
259709,Yannik,Randi,7/16/1964,3/26/1989,1/1/9999,Engineer,d004,Production
259773,Duri,Munro,3/13/1964,3/5/1986,1/1/9999,Senior Staff,d008,Research
259790,Kensei,Wossner,10/28/1964,9/29/1993,1/1/9999,Technique Leader,d004,Production
259802,Aemilian,Penn,11/19/1964,6/22/1987,1/1/9999,Senior Staff,d007,Sales
259830,Holgard,Nations,2/28/1964,1/2/1986,1/1/9999,Engineer,d006,Quality Management
259832,Jeane,Vieth,11/29/1964,12/10/1996,1/1/9999,Engineer,d008,Research
259851,Goetz,Gill,10/25/1964,3/29/1996,1/1/9999,Senior Staff,d001,Marketing
259855,Gaetan,Harnett,6/24/1964,9/11/1992,1/1/9999,Senior Staff,d007,Sales
259861,Diederik,Meriste,3/15/1964,4/12/1992,1/1/9999,Senior Staff,d007,Sales
259862,Foong,Templeman,12/4/1964,2/14/1985,1/1/9999,Senior Staff,d007,Sales
259865,Leif,Glinert,11/23/1964,6/16/1989,1/1/9999,Senior Staff,d007,Sales
259934,Hsiangchu,Heystek,4/9/1964,2/8/1993,1/1/9999,Engineer,d005,Development
259939,Kauko,Borovoy,1/4/1964,12/2/1994,1/1/9999,Staff,d007,Sales
259975,Kasturi,Beerel,7/20/1964,7/22/1997,1/1/9999,Staff,d008,Research
259996,George,Peres,2/10/1964,5/30/1998,1/1/9999,Engineer,d004,Production
260006,Lansing,Nitto,7/16/1964,9/7/1989,1/1/9999,Senior Staff,d002,Finance
260022,Shaowei,Schmezko,10/30/1964,12/31/1994,1/1/9999,Senior Staff,d008,Research
260024,Subbu,Zaiane,3/21/1964,9/9/1989,1/1/9999,Engineer,d005,Development
260025,Mahmut,Giveon,6/26/1964,9/19/1997,1/1/9999,Staff,d009,Customer Service
260030,Paloma,Ulupinar,11/17/1964,6/30/1986,1/1/9999,Senior Staff,d003,Human Resources
260045,Hercules,Kalsbeek,8/4/1964,1/30/1997,1/1/9999,Senior Staff,d007,Sales
260048,Magdalena,Ambroszkiewicz,8/26/1964,1/10/1987,1/1/9999,Senior Staff,d007,Sales
260054,Tomoyuki,Akaboshi,3/11/1964,9/20/1998,1/1/9999,Senior Staff,d003,Human Resources
260060,Lech,Leivant,5/29/1964,6/5/1992,1/1/9999,Senior Staff,d008,Research
260075,Herb,Choobineh,2/16/1964,6/1/1993,1/1/9999,Engineer,d004,Production
260095,Shai,Rusmann,5/31/1964,3/31/1995,1/1/9999,Technique Leader,d004,Production
260135,Stella,Luga,10/7/1964,1/19/2002,1/1/9999,Assistant Engineer,d004,Production
260165,Kamran,Waschkowski,5/11/1964,10/9/1990,1/1/9999,Engineer,d004,Production
260172,Remco,Chimia,4/20/1964,3/19/1985,1/1/9999,Engineer,d004,Production
260224,Yannis,Fontet,9/21/1964,7/16/1993,1/1/9999,Senior Staff,d007,Sales
260237,Debaprosad,Oaver,8/17/1964,7/16/1999,1/1/9999,Engineer,d004,Production
260245,Yannis,Pepe,9/17/1964,12/5/1986,1/1/9999,Senior Staff,d002,Finance
260275,Luigi,Back,9/7/1964,10/6/1994,1/1/9999,Engineer,d006,Quality Management
260309,Aral,Bratten,8/7/1964,10/6/1999,1/1/9999,Staff,d001,Marketing
260315,Unal,Skrikant,6/10/1964,6/6/2002,1/1/9999,Senior Staff,d009,Customer Service
260319,Jaber,Ashish,6/22/1964,8/22/1998,1/1/9999,Engineer,d005,Development
260326,Henk,Iisaku,1/25/1964,2/9/1985,1/1/9999,Senior Engineer,d004,Production
260335,Palash,Denis,11/28/1964,4/15/1987,1/1/9999,Senior Staff,d008,Research
260337,Filipp,Teitelbaum,8/16/1964,7/8/1985,1/1/9999,Senior Engineer,d005,Development
260351,Nadjib,Angelopoulos,1/23/1964,12/8/1996,1/1/9999,Senior Staff,d008,Research
260444,Supot,Ramras,9/11/1964,10/1/1996,1/1/9999,Engineer,d004,Production
260459,Zhaofang,Shanbhogue,2/1/1964,5/6/1985,1/1/9999,Senior Staff,d007,Sales
260462,Giri,Braunmuhl,6/21/1964,6/27/1992,1/1/9999,Engineer,d004,Production
260465,Steen,Vernadat,5/27/1964,4/21/1985,1/1/9999,Engineer,d004,Production
260493,Boalin,Schaaf,9/23/1964,6/7/1986,1/1/9999,Senior Staff,d002,Finance
260495,Divine,Azadmanesh,8/28/1964,12/15/1990,1/1/9999,Assistant Engineer,d005,Development
260509,Sreekrishna,Michaeli,8/24/1964,3/13/1990,1/1/9999,Senior Staff,d007,Sales
260515,Sachar,Karunanithi,10/22/1964,8/22/1989,1/1/9999,Senior Staff,d001,Marketing
260623,Arlette,Swiler,11/16/1964,5/28/1991,1/1/9999,Engineer,d006,Quality Management
260659,Georg,Ullian,5/7/1964,3/26/1989,1/1/9999,Senior Staff,d002,Finance
260661,Juyoung,Sluis,5/8/1964,5/23/1994,1/1/9999,Technique Leader,d006,Quality Management
260677,Subir,Pietracaprina,1/14/1964,6/18/1988,1/1/9999,Engineer,d004,Production
260691,Christophe,Henders,2/11/1964,7/15/2002,1/1/9999,Technique Leader,d004,Production
260698,Shietung,Morrin,2/12/1964,5/23/1993,1/1/9999,Senior Staff,d002,Finance
260738,Val,Sudkamp,12/21/1964,11/22/2000,1/1/9999,Engineer,d009,Customer Service
260740,Rafail,Narahara,10/4/1964,3/29/1996,1/1/9999,Engineer,d004,Production
260757,Heon,Lunn,3/19/1964,9/5/1998,1/1/9999,Senior Staff,d009,Customer Service
260768,Elvia,Valiente,4/21/1964,9/18/1989,1/1/9999,Senior Engineer,d005,Development
260799,Arup,Dulay,9/11/1964,2/5/1999,1/1/9999,Engineer,d004,Production
260803,Luisa,Braunschweig,9/10/1964,3/3/1985,1/1/9999,Senior Staff,d007,Sales
260819,Fay,Szemeredi,6/10/1964,2/15/1987,1/1/9999,Senior Staff,d007,Sales
260820,Shaw,Juneja,4/1/1964,6/24/1985,1/1/9999,Senior Staff,d003,Human Resources
260829,Harngdar,Brandsma,4/22/1964,8/30/1999,1/1/9999,Engineer,d005,Development
260830,Shridhar,Herber,12/25/1964,10/26/1993,1/1/9999,Senior Staff,d007,Sales
260832,Shigeu,Langford,10/21/1964,12/19/1986,1/1/9999,Senior Staff,d007,Sales
260846,Bernt,Highland,9/25/1964,2/15/1990,1/1/9999,Senior Engineer,d005,Development
260859,Stamatina,Gien,5/27/1964,1/29/1988,1/1/9999,Assistant Engineer,d005,Development
260890,Amstein,Shinomoto,6/14/1964,11/22/1993,1/1/9999,Senior Staff,d009,Customer Service
